센서,온도,습도,베터리,업데이트 시간
내부 좌측-1번-무위사,28.0,71.0,100.0,2022-08-23 10:30:06.768690
내부 좌측-1번-무위사,28.0,71.0,100.0,2022-08-23 10:20:06.894569
내부 좌측-1번-무위사,28.0,71.0,100.0,2022-08-23 10:10:05.916497
내부 좌측-1번-무위사,28.0,71.0,100.0,2022-08-23 10:00:07.182668
내부 좌측-1번-무위사,28.0,71.0,100.0,2022-08-23 09:50:06.195502
내부 좌측-1번-무위사,28.0,71.0,100.0,2022-08-23 09:40:06.097892
내부 좌측-1번-무위사,28.0,71.0,100.0,2022-08-23 09:30:06.567050
내부 좌측-1번-무위사,28.0,71.0,100.0,2022-08-23 09:20:06.382033
내부 좌측-1번-무위사,28.0,71.0,100.0,2022-08-23 09:10:06.076972
내부 좌측-1번-무위사,28.0,71.0,100.0,2022-08-23 09:00:06.821390
내부 좌측-1번-무위사,28.0,71.0,100.0,2022-08-23 08:50:06.417114
내부 좌측-1번-무위사,28.0,71.0,100.0,2022-08-23 08:40:05.996554
내부 좌측-1번-무위사,28.0,71.0,100.0,2022-08-23 08:30:06.233561
내부 좌측-1번-무위사,28.0,71.0,100.0,2022-08-23 08:20:05.964776
내부 좌측-1번-무위사,28.0,71.0,100.0,2022-08-23 08:10:06.384175
내부 좌측-1번-무위사,28.0,71.0,100.0,2022-08-23 08:00:07.547277
내부 좌측-1번-무위사,28.0,71.0,100.0,2022-08-23 07:50:07.975405
내부 좌측-1번-무위사,28.0,71.0,100.0,2022-08-23 07:40:06.417673
내부 좌측-1번-무위사,28.0,71.0,100.0,2022-08-23 07:30:06.982860
내부 좌측-1번-무위사,28.0,71.0,100.0,2022-08-23 07:20:06.967597
내부 좌측-1번-무위사,28.0,71.0,100.0,2022-08-23 07:10:05.667647
내부 좌측-1번-무위사,28.0,71.0,100.0,2022-08-23 07:00:06.878616
내부 좌측-1번-무위사,28.0,71.0,100.0,2022-08-23 06:50:06.110675
내부 좌측-1번-무위사,28.0,71.0,100.0,2022-08-23 06:40:06.016383
내부 좌측-1번-무위사,28.0,71.0,100.0,2022-08-23 06:30:06.440438
내부 좌측-1번-무위사,28.0,71.0,100.0,2022-08-23 06:20:06.118956
내부 좌측-1번-무위사,28.0,67.0,100.0,2022-08-23 06:10:06.666927
내부 좌측-1번-무위사,28.0,67.0,100.0,2022-08-23 06:00:07.220346
내부 좌측-1번-무위사,28.0,67.0,100.0,2022-08-23 05:50:06.150339
내부 좌측-1번-무위사,28.0,67.0,100.0,2022-08-23 05:40:06.138259
내부 좌측-1번-무위사,28.0,67.0,100.0,2022-08-23 05:30:06.448352
내부 좌측-1번-무위사,28.0,67.0,100.0,2022-08-23 05:20:05.953625
내부 좌측-1번-무위사,28.0,67.0,100.0,2022-08-23 05:10:05.893166
내부 좌측-1번-무위사,28.0,67.0,100.0,2022-08-23 05:00:07.019488
내부 좌측-1번-무위사,28.0,67.0,100.0,2022-08-23 04:50:05.765137
내부 좌측-1번-무위사,28.0,67.0,100.0,2022-08-23 04:40:05.868873
내부 좌측-1번-무위사,28.0,67.0,100.0,2022-08-23 04:30:06.391395
내부 좌측-1번-무위사,28.0,67.0,100.0,2022-08-23 04:20:06.090689
내부 좌측-1번-무위사,28.0,67.0,100.0,2022-08-23 04:10:06.420238
내부 좌측-1번-무위사,28.0,67.0,100.0,2022-08-23 04:00:06.667346
내부 좌측-1번-무위사,29.0,65.0,100.0,2022-08-23 03:50:05.673613
내부 좌측-1번-무위사,29.0,65.0,100.0,2022-08-23 03:40:06.015536
내부 좌측-1번-무위사,29.0,65.0,100.0,2022-08-23 03:30:06.101206
내부 좌측-1번-무위사,29.0,65.0,100.0,2022-08-23 03:20:06.339280
내부 좌측-1번-무위사,29.0,65.0,100.0,2022-08-23 03:10:06.342002
내부 좌측-1번-무위사,29.0,65.0,100.0,2022-08-23 03:00:06.295222
내부 좌측-1번-무위사,29.0,65.0,100.0,2022-08-23 02:50:05.868617
내부 좌측-1번-무위사,29.0,65.0,100.0,2022-08-23 02:40:05.589170
내부 좌측-1번-무위사,29.0,65.0,100.0,2022-08-23 02:30:05.906114
내부 좌측-1번-무위사,29.0,65.0,100.0,2022-08-23 02:20:06.297050
내부 좌측-1번-무위사,29.0,65.0,100.0,2022-08-23 02:10:05.700858
내부 좌측-1번-무위사,29.0,65.0,100.0,2022-08-23 02:00:06.101814
내부 좌측-1번-무위사,29.0,65.0,100.0,2022-08-23 01:50:06.155064
내부 좌측-1번-무위사,29.0,65.0,100.0,2022-08-23 01:40:06.373741
내부 좌측-1번-무위사,30.0,63.0,100.0,2022-08-23 01:30:05.943864
내부 좌측-1번-무위사,30.0,63.0,100.0,2022-08-23 01:20:06.073718
내부 좌측-1번-무위사,30.0,63.0,100.0,2022-08-23 01:10:06.096275
내부 좌측-1번-무위사,30.0,63.0,100.0,2022-08-23 01:00:06.490285
내부 좌측-1번-무위사,30.0,63.0,100.0,2022-08-23 00:50:06.405841
내부 좌측-1번-무위사,30.0,63.0,100.0,2022-08-23 00:40:05.660003
내부 좌측-1번-무위사,30.0,63.0,100.0,2022-08-23 00:30:06.054831
내부 좌측-1번-무위사,30.0,63.0,100.0,2022-08-23 00:20:05.937530
내부 좌측-1번-무위사,30.0,63.0,100.0,2022-08-23 00:10:06.027949
내부 좌측-1번-무위사,30.0,63.0,100.0,2022-08-23 00:00:05.688623
내부 좌측-1번-무위사,30.0,63.0,100.0,2022-08-22 23:50:06.409008
내부 좌측-1번-무위사,30.0,63.0,100.0,2022-08-22 23:40:05.709231
내부 좌측-1번-무위사,30.0,63.0,100.0,2022-08-22 23:30:06.180995
내부 좌측-1번-무위사,30.0,62.0,100.0,2022-08-22 23:20:06.624315
내부 좌측-1번-무위사,30.0,62.0,100.0,2022-08-22 23:10:06.608665
내부 좌측-1번-무위사,30.0,62.0,100.0,2022-08-22 23:00:06.668240
내부 좌측-1번-무위사,30.0,62.0,100.0,2022-08-22 22:50:05.910048
내부 좌측-1번-무위사,30.0,62.0,100.0,2022-08-22 22:40:05.508027
내부 좌측-1번-무위사,30.0,62.0,100.0,2022-08-22 22:30:06.487161
내부 좌측-1번-무위사,30.0,62.0,100.0,2022-08-22 22:20:06.416323
내부 좌측-1번-무위사,30.0,62.0,100.0,2022-08-22 22:10:05.661889
내부 좌측-1번-무위사,30.0,62.0,100.0,2022-08-22 22:00:06.967587
내부 좌측-1번-무위사,30.0,62.0,100.0,2022-08-22 21:50:05.819647
내부 좌측-1번-무위사,30.0,62.0,100.0,2022-08-22 21:40:06.036508
내부 좌측-1번-무위사,30.0,62.0,100.0,2022-08-22 21:30:06.656785
내부 좌측-1번-무위사,31.0,64.0,100.0,2022-08-22 21:20:05.878837
내부 좌측-1번-무위사,31.0,64.0,100.0,2022-08-22 21:10:06.498012
내부 좌측-1번-무위사,31.0,64.0,100.0,2022-08-22 21:00:07.558829
내부 좌측-1번-무위사,31.0,64.0,100.0,2022-08-22 20:50:05.632564
내부 좌측-1번-무위사,31.0,64.0,100.0,2022-08-22 20:40:05.688253
내부 좌측-1번-무위사,31.0,64.0,100.0,2022-08-22 20:30:06.492589
내부 좌측-1번-무위사,31.0,64.0,100.0,2022-08-22 20:20:06.105102
내부 좌측-1번-무위사,31.0,64.0,100.0,2022-08-22 20:10:06.208071
내부 좌측-1번-무위사,31.0,64.0,100.0,2022-08-22 20:00:07.201199
내부 좌측-1번-무위사,31.0,64.0,100.0,2022-08-22 19:50:05.660430
내부 좌측-1번-무위사,31.0,64.0,100.0,2022-08-22 19:40:05.867041
내부 좌측-1번-무위사,31.0,64.0,100.0,2022-08-22 19:30:06.584596
내부 좌측-1번-무위사,31.0,64.0,100.0,2022-08-22 19:20:06.316791
내부 좌측-1번-무위사,31.0,64.0,100.0,2022-08-22 19:10:05.892865
내부 좌측-1번-무위사,31.0,64.0,100.0,2022-08-22 19:00:07.033486
내부 좌측-1번-무위사,31.0,64.0,100.0,2022-08-22 18:50:06.618889
내부 좌측-1번-무위사,31.0,64.0,100.0,2022-08-22 18:40:05.815798
내부 좌측-1번-무위사,31.0,64.0,100.0,2022-08-22 18:30:06.234676
내부 좌측-1번-무위사,31.0,64.0,100.0,2022-08-22 18:20:06.501924
내부 좌측-1번-무위사,31.0,60.0,100.0,2022-08-22 18:10:06.040164
내부 좌측-1번-무위사,31.0,60.0,100.0,2022-08-22 18:00:06.157182
내부 좌측-1번-무위사,31.0,60.0,100.0,2022-08-22 17:50:06.110532
내부 좌측-1번-무위사,31.0,60.0,100.0,2022-08-22 17:40:05.958676
내부 좌측-1번-무위사,31.0,60.0,100.0,2022-08-22 17:30:05.793814
내부 좌측-1번-무위사,31.0,60.0,100.0,2022-08-22 17:20:06.347277
내부 좌측-1번-무위사,31.0,56.0,100.0,2022-08-22 17:10:06.033703
내부 좌측-1번-무위사,30.0,55.0,100.0,2022-08-22 17:00:06.354926
내부 좌측-1번-무위사,30.0,55.0,100.0,2022-08-22 16:50:06.091853
내부 좌측-1번-무위사,30.0,55.0,100.0,2022-08-22 16:40:05.826222
내부 좌측-1번-무위사,30.0,55.0,100.0,2022-08-22 16:30:06.370132
내부 좌측-1번-무위사,30.0,55.0,100.0,2022-08-22 16:20:06.366708
내부 좌측-1번-무위사,30.0,55.0,100.0,2022-08-22 16:10:05.805531
내부 좌측-1번-무위사,30.0,55.0,100.0,2022-08-22 16:00:06.423511
내부 좌측-1번-무위사,30.0,55.0,100.0,2022-08-22 15:50:05.765594
내부 좌측-1번-무위사,30.0,55.0,100.0,2022-08-22 15:40:06.130182
내부 좌측-1번-무위사,30.0,55.0,100.0,2022-08-22 15:30:06.207868
내부 좌측-1번-무위사,30.0,55.0,100.0,2022-08-22 15:20:06.590269
내부 좌측-1번-무위사,30.0,55.0,100.0,2022-08-22 15:10:05.859676
내부 좌측-1번-무위사,30.0,54.0,100.0,2022-08-22 15:00:06.434295
내부 좌측-1번-무위사,30.0,54.0,100.0,2022-08-22 14:50:07.276087
내부 좌측-1번-무위사,30.0,54.0,100.0,2022-08-22 14:40:05.963871
내부 좌측-1번-무위사,30.0,54.0,100.0,2022-08-22 14:30:06.466708
내부 좌측-1번-무위사,30.0,54.0,100.0,2022-08-22 14:20:06.453833
내부 좌측-1번-무위사,30.0,54.0,100.0,2022-08-22 14:10:06.061423
내부 좌측-1번-무위사,30.0,54.0,100.0,2022-08-22 14:00:06.576400
내부 좌측-1번-무위사,30.0,54.0,100.0,2022-08-22 13:50:06.586206
내부 좌측-1번-무위사,29.0,57.0,100.0,2022-08-22 13:40:06.486661
내부 좌측-1번-무위사,29.0,57.0,100.0,2022-08-22 13:30:06.604523
내부 좌측-1번-무위사,29.0,57.0,100.0,2022-08-22 13:20:06.394979
내부 좌측-1번-무위사,29.0,57.0,100.0,2022-08-22 13:10:06.345757
내부 좌측-1번-무위사,29.0,57.0,100.0,2022-08-22 13:00:06.668007
내부 좌측-1번-무위사,29.0,57.0,100.0,2022-08-22 12:50:05.947708
내부 좌측-1번-무위사,29.0,57.0,100.0,2022-08-22 12:40:05.791116
내부 좌측-1번-무위사,29.0,57.0,100.0,2022-08-22 12:30:06.282616
내부 좌측-1번-무위사,29.0,57.0,100.0,2022-08-22 12:20:06.377585
내부 좌측-1번-무위사,28.0,56.0,100.0,2022-08-22 12:10:06.965769
내부 좌측-1번-무위사,28.0,56.0,100.0,2022-08-22 12:00:06.783429
내부 좌측-1번-무위사,28.0,56.0,100.0,2022-08-22 11:50:05.830963
내부 좌측-1번-무위사,28.0,56.0,100.0,2022-08-22 11:40:06.373455
내부 좌측-1번-무위사,28.0,56.0,100.0,2022-08-22 11:30:06.532877
내부 좌측-1번-무위사,28.0,56.0,100.0,2022-08-22 11:20:05.843808
내부 좌측-1번-무위사,28.0,56.0,100.0,2022-08-22 11:10:06.456839
내부 좌측-1번-무위사,28.0,56.0,100.0,2022-08-22 11:00:06.984863
내부 좌측-1번-무위사,27.0,57.0,100.0,2022-08-22 10:50:06.234398
내부 좌측-1번-무위사,27.0,57.0,100.0,2022-08-22 10:40:06.334868
내부 좌측-1번-무위사,27.0,57.0,100.0,2022-08-22 10:30:06.618210
내부 좌측-1번-무위사,27.0,57.0,100.0,2022-08-22 10:20:06.043994
내부 좌측-1번-무위사,27.0,57.0,100.0,2022-08-22 10:10:06.146608
내부 좌측-1번-무위사,27.0,61.0,100.0,2022-08-22 10:00:07.036164
내부 좌측-1번-무위사,27.0,61.0,100.0,2022-08-22 09:50:05.589419
내부 좌측-1번-무위사,27.0,64.0,100.0,2022-08-22 09:40:06.532727
내부 좌측-1번-무위사,27.0,64.0,100.0,2022-08-22 09:30:06.329463
내부 좌측-1번-무위사,27.0,64.0,100.0,2022-08-22 09:20:05.948281
내부 좌측-1번-무위사,27.0,64.0,100.0,2022-08-22 09:10:06.067510
내부 좌측-1번-무위사,27.0,68.0,100.0,2022-08-22 09:00:07.959637
내부 좌측-1번-무위사,26.0,67.0,100.0,2022-08-22 08:50:06.457148
내부 좌측-1번-무위사,26.0,67.0,100.0,2022-08-22 08:40:06.628700
내부 좌측-1번-무위사,26.0,67.0,100.0,2022-08-22 08:30:06.594496
내부 좌측-1번-무위사,26.0,67.0,100.0,2022-08-22 08:20:06.079490
내부 좌측-1번-무위사,25.0,65.0,100.0,2022-08-22 08:10:06.060637
내부 좌측-1번-무위사,25.0,65.0,100.0,2022-08-22 08:00:07.447597
내부 좌측-1번-무위사,25.0,65.0,100.0,2022-08-22 07:50:05.707142
내부 좌측-1번-무위사,25.0,65.0,100.0,2022-08-22 07:40:06.045532
내부 좌측-1번-무위사,25.0,65.0,100.0,2022-08-22 07:30:06.626246
내부 좌측-1번-무위사,25.0,65.0,100.0,2022-08-22 07:20:06.470040
내부 좌측-1번-무위사,25.0,65.0,100.0,2022-08-22 07:10:05.797246
내부 좌측-1번-무위사,25.0,65.0,100.0,2022-08-22 07:00:07.065668
내부 좌측-1번-무위사,25.0,65.0,100.0,2022-08-22 06:50:06.266082
내부 좌측-1번-무위사,25.0,65.0,100.0,2022-08-22 06:40:05.962677
내부 좌측-1번-무위사,25.0,65.0,100.0,2022-08-22 06:30:06.621008
내부 좌측-1번-무위사,25.0,65.0,100.0,2022-08-22 06:20:05.889782
내부 좌측-1번-무위사,25.0,65.0,100.0,2022-08-22 06:10:06.210582
내부 좌측-1번-무위사,25.0,65.0,100.0,2022-08-22 06:00:06.645605
내부 좌측-1번-무위사,26.0,63.0,100.0,2022-08-22 05:50:05.873323
내부 좌측-1번-무위사,26.0,63.0,100.0,2022-08-22 05:40:06.135182
내부 좌측-1번-무위사,26.0,63.0,100.0,2022-08-22 05:30:06.103732
내부 좌측-1번-무위사,26.0,63.0,100.0,2022-08-22 05:20:06.023328
내부 좌측-1번-무위사,26.0,63.0,100.0,2022-08-22 05:10:06.090992
내부 좌측-1번-무위사,26.0,63.0,100.0,2022-08-22 05:00:06.551793
내부 좌측-1번-무위사,26.0,63.0,100.0,2022-08-22 04:50:06.267076
내부 좌측-1번-무위사,26.0,63.0,100.0,2022-08-22 04:40:05.935692
내부 좌측-1번-무위사,26.0,63.0,100.0,2022-08-22 04:30:06.483651
내부 좌측-1번-무위사,27.0,62.0,100.0,2022-08-22 04:20:06.055714
내부 좌측-1번-무위사,27.0,62.0,100.0,2022-08-22 04:10:06.090415
내부 좌측-1번-무위사,27.0,62.0,100.0,2022-08-22 04:00:06.711557
내부 좌측-1번-무위사,27.0,60.0,100.0,2022-08-22 03:50:05.837588
내부 좌측-1번-무위사,28.0,63.0,100.0,2022-08-22 03:40:06.495789
내부 좌측-1번-무위사,28.0,63.0,100.0,2022-08-22 03:30:05.501877
내부 좌측-1번-무위사,28.0,63.0,100.0,2022-08-22 03:20:06.018173
내부 좌측-1번-무위사,28.0,63.0,100.0,2022-08-22 03:10:06.022102
내부 좌측-1번-무위사,29.0,64.0,100.0,2022-08-22 03:00:06.256129
내부 좌측-1번-무위사,29.0,64.0,100.0,2022-08-22 02:50:06.188825
내부 좌측-1번-무위사,29.0,64.0,100.0,2022-08-22 02:40:06.183019
내부 좌측-1번-무위사,29.0,64.0,100.0,2022-08-22 02:30:06.169802
내부 좌측-1번-무위사,29.0,64.0,100.0,2022-08-22 02:20:06.640405
내부 좌측-1번-무위사,29.0,64.0,100.0,2022-08-22 02:10:06.151252
내부 좌측-1번-무위사,30.0,66.0,100.0,2022-08-22 02:00:06.593185
내부 좌측-1번-무위사,30.0,66.0,100.0,2022-08-22 01:50:05.925456
내부 좌측-1번-무위사,30.0,66.0,100.0,2022-08-22 01:40:06.413120
내부 좌측-1번-무위사,30.0,66.0,100.0,2022-08-22 01:30:06.107062
내부 좌측-1번-무위사,30.0,66.0,100.0,2022-08-22 01:20:06.143226
내부 좌측-1번-무위사,30.0,66.0,100.0,2022-08-22 01:10:05.831435
내부 좌측-1번-무위사,30.0,66.0,100.0,2022-08-22 01:00:06.456706
내부 좌측-1번-무위사,30.0,66.0,100.0,2022-08-22 00:50:05.610357
내부 좌측-1번-무위사,30.0,66.0,100.0,2022-08-22 00:40:06.250060
내부 좌측-1번-무위사,30.0,66.0,100.0,2022-08-22 00:30:06.114750
내부 좌측-1번-무위사,30.0,66.0,100.0,2022-08-22 00:20:06.131414
