,temperature,humidity,Unnamed: 0,ta,rn,ws,wd,hm
2021-07-13 09:00:00,28.7,79.0,13296.0,29.5,0.0,1.9,180.0,73.0
2021-07-13 10:00:00,28.3,77.7,13297.0,30.1,0.0,2.2,200.0,70.0
2021-07-13 11:00:00,29.2,74.2,13298.0,31.5,0.0,2.4,160.0,67.0
2021-07-13 12:00:00,30.0,72.0,13299.0,32.5,0.0,1.8,200.0,61.0
2021-07-13 13:00:00,30.0,67.5,13300.0,32.3,0.0,3.1,140.0,62.0
2021-07-13 14:00:00,30.8,63.8,13301.0,31.8,0.0,3.3,140.0,61.0
2021-07-13 15:00:00,30.3,66.0,13302.0,31.4,0.0,3.9,110.0,64.0
2021-07-13 16:00:00,30.0,73.0,13303.0,30.0,0.0,2.9,160.0,73.0
2021-07-13 17:00:00,29.2,75.8,13304.0,30.0,0.0,2.7,140.0,72.0
2021-07-13 18:00:00,28.2,77.7,13305.0,28.9,0.0,2.4,140.0,78.0
2021-07-13 19:00:00,28.0,81.0,13306.0,28.5,0.0,1.9,110.0,81.0
2021-07-13 20:00:00,28.0,81.0,13307.0,27.7,0.0,2.1,110.0,85.0
2021-07-13 21:00:00,28.0,81.0,13308.0,27.8,0.0,2.2,110.0,84.0
2021-07-13 22:00:00,28.0,81.0,13309.0,27.4,0.0,2.4,110.0,85.0
2021-07-13 23:00:00,28.0,81.0,13310.0,27.3,0.0,2.5,140.0,84.0
2021-07-14 00:00:00,28.0,81.0,13311.0,27.1,0.0,0.8,140.0,85.0
2021-07-14 01:00:00,28.0,81.0,13312.0,26.5,0.0,1.3,90.0,89.0
2021-07-14 02:00:00,28.0,81.0,13313.0,26.8,0.0,0.4,0.0,88.0
2021-07-14 03:00:00,28.0,81.0,13314.0,25.4,0.0,0.0,0.0,93.0
2021-07-14 04:00:00,28.0,81.0,13315.0,25.5,0.0,0.5,20.0,94.0
2021-07-14 05:00:00,27.3,83.0,13316.0,25.3,0.0,0.6,20.0,96.0
2021-07-14 06:00:00,26.0,87.0,13317.0,25.5,0.0,0.6,340.0,95.0
2021-07-14 07:00:00,26.0,87.0,13318.0,26.9,0.0,1.0,70.0,88.0
2021-07-14 08:00:00,26.0,88.0,13319.0,27.9,0.0,0.8,90.0,85.0
2021-07-14 09:00:00,26.5,87.5,13320.0,28.7,0.0,0.8,160.0,81.0
2021-07-14 10:00:00,27.2,86.7,13321.0,28.7,0.0,2.3,90.0,81.0
2021-07-14 11:00:00,28.0,83.0,13322.0,29.4,0.0,2.5,90.0,78.0
2021-07-14 12:00:00,28.0,81.0,13323.0,29.6,0.0,1.8,70.0,75.0
2021-07-14 13:00:00,28.8,79.5,13324.0,29.4,0.0,2.4,70.0,78.0
2021-07-14 14:00:00,29.0,78.0,13325.0,30.2,0.0,3.0,110.0,73.0
2021-07-14 15:00:00,29.0,77.3,13326.0,30.5,0.0,2.0,140.0,68.0
2021-07-14 16:00:00,29.0,74.0,13327.0,30.9,0.0,2.7,110.0,71.0
2021-07-14 17:00:00,29.0,76.0,13328.0,29.3,0.0,2.1,90.0,77.0
2021-07-14 18:00:00,28.2,79.3,13329.0,29.1,0.0,1.7,90.0,78.0
2021-07-14 19:00:00,28.0,82.0,13330.0,27.8,0.0,1.5,70.0,84.0
2021-07-14 20:00:00,28.0,82.0,13331.0,27.1,0.0,1.4,90.0,87.0
2021-07-14 21:00:00,28.0,82.0,13332.0,26.7,0.0,1.9,90.0,87.0
2021-07-14 22:00:00,28.0,82.0,13333.0,26.3,0.0,0.6,90.0,89.0
2021-07-14 23:00:00,28.0,82.0,13334.0,25.7,0.0,0.8,70.0,91.0
2021-07-15 00:00:00,28.0,82.0,13335.0,24.8,0.0,0.2,0.0,94.0
2021-07-15 01:00:00,28.0,82.0,13336.0,24.5,0.0,0.6,20.0,94.0
2021-07-15 02:00:00,28.0,82.0,13337.0,24.4,0.0,0.2,0.0,95.0
2021-07-15 03:00:00,28.0,82.0,13338.0,24.1,0.0,0.5,70.0,95.0
2021-07-15 04:00:00,28.0,82.0,13339.0,23.6,0.0,0.5,320.0,97.0
2021-07-15 05:00:00,28.0,82.0,13340.0,23.6,0.0,0.2,0.0,97.0
2021-07-15 06:00:00,24.0,89.0,13341.0,23.7,0.0,0.0,0.0,98.0
2021-07-15 07:00:00,25.2,88.8,13342.0,26.1,0.0,0.1,0.0,91.0
2021-07-15 08:00:00,26.0,87.3,13343.0,27.3,0.0,1.2,110.0,85.0
2021-07-15 09:00:00,27.7,81.0,13344.0,28.1,0.0,1.1,250.0,79.0
2021-07-15 10:00:00,29.0,73.5,13345.0,29.8,0.0,3.5,140.0,69.0
2021-07-15 11:00:00,29.7,69.3,13346.0,30.2,0.0,1.7,200.0,68.0
2021-07-15 12:00:00,30.0,63.7,13347.0,31.7,0.0,2.1,200.0,63.0
2021-07-15 13:00:00,31.0,61.3,13348.0,31.5,0.0,2.6,200.0,63.0
2021-07-15 14:00:00,31.3,59.5,13349.0,31.3,0.0,2.8,200.0,63.0
2021-07-15 15:00:00,32.0,60.0,13350.0,31.5,0.0,3.0,230.0,63.0
2021-07-15 16:00:00,31.8,60.2,13351.0,31.5,0.0,3.1,200.0,63.0
2021-07-15 17:00:00,30.7,62.3,13352.0,31.7,0.0,1.8,200.0,63.0
2021-07-15 18:00:00,30.0,65.7,13353.0,30.3,0.0,1.5,200.0,66.0
2021-07-15 19:00:00,29.0,70.0,13354.0,29.5,0.0,1.7,110.0,73.0
2021-07-15 20:00:00,29.0,70.0,13355.0,28.1,0.0,0.7,140.0,77.0
2021-07-15 21:00:00,29.0,70.0,13356.0,27.2,0.0,0.2,0.0,83.0
2021-07-15 22:00:00,29.0,70.0,13357.0,26.2,0.0,0.5,20.0,87.0
2021-07-15 23:00:00,29.0,70.0,13358.0,25.6,0.0,1.0,70.0,90.0
2021-07-16 00:00:00,29.0,70.0,13359.0,25.2,0.0,0.4,0.0,92.0
2021-07-16 01:00:00,29.0,70.0,13360.0,25.6,0.0,0.5,50.0,93.0
2021-07-16 02:00:00,29.0,70.0,13361.0,25.0,0.0,0.4,0.0,94.0
2021-07-16 03:00:00,29.0,70.0,13362.0,24.3,0.0,0.6,20.0,95.0
2021-07-16 04:00:00,29.0,70.0,13363.0,24.5,0.0,0.1,0.0,95.0
2021-07-16 05:00:00,29.0,70.0,13364.0,24.1,0.0,0.7,20.0,97.0
2021-07-16 06:00:00,25.7,81.7,13365.0,24.2,0.0,0.2,0.0,97.0
2021-07-16 07:00:00,25.5,84.5,13366.0,26.2,0.0,0.3,0.0,90.0
2021-07-16 08:00:00,26.8,82.0,13367.0,27.9,0.0,1.8,70.0,80.0
2021-07-16 09:00:00,28.0,77.0,13368.0,29.3,0.0,1.9,90.0,73.0
2021-07-16 10:00:00,28.7,73.3,13369.0,30.0,0.0,2.2,70.0,67.0
2021-07-16 11:00:00,30.0,65.5,13370.0,31.2,0.0,2.5,70.0,61.0
2021-07-16 12:00:00,31.0,60.3,13371.0,31.7,0.0,1.5,140.0,60.0
2021-07-16 13:00:00,32.2,56.7,13372.0,32.1,0.0,2.4,160.0,63.0
2021-07-16 14:00:00,32.5,57.0,13373.0,32.3,0.0,2.0,200.0,61.0
2021-07-16 15:00:00,32.0,59.0,13374.0,32.0,0.0,2.6,200.0,61.0
2021-07-16 16:00:00,30.8,65.7,13375.0,31.6,0.0,1.9,200.0,65.0
2021-07-16 17:00:00,25.5,71.0,13376.0,29.4,0.0,2.0,200.0,72.0
2021-07-16 18:00:00,25.0,76.5,13377.0,26.4,0.0,2.1,320.0,76.0
2021-07-16 19:00:00,25.0,79.0,13378.0,21.6,33.1,0.8,320.0,98.0
2021-07-16 20:00:00,25.0,79.0,13379.0,21.9,2.3,0.8,50.0,97.0
2021-07-16 21:00:00,25.0,79.0,13380.0,21.9,0.0,0.1,0.0,96.0
2021-07-16 22:00:00,25.0,79.0,13381.0,21.9,0.0,0.0,0.0,97.0
2021-07-16 23:00:00,25.0,79.0,13382.0,21.7,0.0,0.0,0.0,98.0
2021-07-17 00:00:00,25.0,79.0,13383.0,22.0,0.0,0.0,0.0,98.0
2021-07-17 01:00:00,25.0,79.0,13384.0,22.3,0.0,0.0,0.0,96.0
2021-07-17 02:00:00,25.0,79.0,13385.0,21.9,0.0,0.0,0.0,98.0
2021-07-17 03:00:00,25.0,79.0,13386.0,22.0,0.0,0.0,0.0,97.0
2021-07-17 04:00:00,25.0,79.0,13387.0,21.5,0.0,0.0,0.0,98.0
2021-07-17 05:00:00,25.0,79.0,13388.0,21.6,0.0,0.0,0.0,98.0
2021-07-17 06:00:00,24.0,81.5,13389.0,21.6,0.0,0.0,0.0,98.0
2021-07-17 07:00:00,23.0,84.5,13390.0,22.9,0.0,0.0,0.0,95.0
2021-07-17 08:00:00,24.5,83.2,13391.0,24.2,0.0,0.4,0.0,90.0
2021-07-17 09:00:00,25.3,78.7,13392.0,26.4,0.0,1.7,70.0,77.0
2021-07-17 10:00:00,27.3,75.0,13393.0,28.6,0.0,3.2,110.0,70.0
2021-07-17 11:00:00,28.0,73.0,13394.0,29.5,0.0,4.6,110.0,66.0
2021-07-17 12:00:00,28.5,69.5,13395.0,30.5,0.0,4.5,90.0,62.0
2021-07-17 13:00:00,29.0,66.8,13396.0,29.3,0.0,4.1,90.0,66.0
2021-07-17 14:00:00,28.7,69.0,13397.0,29.1,0.0,3.0,90.0,69.0
2021-07-17 15:00:00,28.7,71.3,13398.0,30.2,0.0,3.2,90.0,65.0
2021-07-17 16:00:00,29.0,68.3,13399.0,30.1,0.0,2.5,90.0,64.0
2021-07-17 17:00:00,28.7,66.7,13400.0,29.9,0.0,2.6,90.0,63.0
2021-07-17 18:00:00,28.0,72.0,13401.0,28.5,0.0,2.9,110.0,69.0
2021-07-17 19:00:00,27.2,73.7,13402.0,27.3,0.0,2.1,90.0,76.0
2021-07-17 20:00:00,26.5,78.5,13403.0,26.9,0.0,1.0,70.0,78.0
2021-07-17 21:00:00,25.0,81.0,13404.0,26.4,0.0,1.7,70.0,82.0
2021-07-17 22:00:00,25.0,81.0,13405.0,26.1,0.0,1.7,70.0,83.0
2021-07-17 23:00:00,25.0,81.0,13406.0,26.1,0.0,2.1,50.0,82.0
2021-07-18 00:00:00,25.0,81.7,13407.0,25.8,0.0,1.3,70.0,82.0
2021-07-18 01:00:00,25.0,82.0,13408.0,25.3,0.0,1.9,70.0,85.0
2021-07-18 02:00:00,24.3,82.7,13409.0,25.0,0.0,1.3,70.0,84.0
2021-07-18 03:00:00,24.0,83.0,13410.0,25.2,0.0,2.5,90.0,82.0
2021-07-18 04:00:00,24.0,83.0,13411.0,24.6,0.0,1.3,70.0,86.0
2021-07-18 05:00:00,23.0,85.0,13412.0,23.4,4.6,0.7,110.0,96.0
2021-07-18 06:00:00,23.0,85.0,13413.0,23.6,0.2,1.2,50.0,95.0
2021-07-18 07:00:00,23.5,86.5,13414.0,24.7,0.0,1.9,70.0,90.0
2021-07-18 08:00:00,24.2,87.8,13415.0,25.4,0.0,1.8,70.0,86.0
2021-07-18 09:00:00,25.0,86.5,13416.0,26.5,0.0,2.3,70.0,80.0
2021-07-18 10:00:00,25.0,84.0,13417.0,26.6,0.0,1.7,110.0,79.0
2021-07-18 11:00:00,25.3,84.3,13418.0,25.5,1.2,0.5,50.0,89.0
2021-07-18 12:00:00,26.8,82.0,13419.0,28.8,0.4,2.3,90.0,76.0
2021-07-18 13:00:00,28.0,78.0,13420.0,29.0,0.0,2.4,90.0,71.0
2021-07-18 14:00:00,28.0,73.7,13421.0,28.7,0.0,3.3,90.0,70.0
2021-07-18 15:00:00,28.0,72.0,13422.0,28.9,0.0,2.3,90.0,69.0
2021-07-18 16:00:00,28.0,72.0,13423.0,28.7,0.0,2.7,90.0,70.0
2021-07-18 17:00:00,28.0,72.7,13424.0,28.6,0.0,3.0,110.0,68.0
2021-07-18 18:00:00,27.5,75.0,13425.0,28.1,0.0,3.9,110.0,70.0
2021-07-18 19:00:00,27.0,76.0,13426.0,27.5,0.0,2.6,110.0,75.0
2021-07-18 20:00:00,27.0,76.0,13427.0,26.9,0.0,2.9,90.0,78.0
2021-07-18 21:00:00,27.0,76.0,13428.0,26.0,0.0,1.1,90.0,85.0
2021-07-18 22:00:00,27.0,76.0,13429.0,25.9,0.0,1.3,70.0,86.0
2021-07-18 23:00:00,27.0,76.0,13430.0,26.0,0.0,1.7,70.0,86.0
2021-07-19 00:00:00,27.0,76.0,13431.0,25.9,0.0,1.9,70.0,87.0
2021-07-19 01:00:00,27.0,76.0,13432.0,26.0,0.0,1.9,90.0,85.0
2021-07-19 02:00:00,27.0,76.0,13433.0,25.9,0.0,1.8,70.0,87.0
2021-07-19 03:00:00,27.0,76.0,13434.0,25.3,0.1,2.0,70.0,91.0
2021-07-19 04:00:00,27.0,76.0,13435.0,24.8,0.5,2.0,90.0,94.0
2021-07-19 05:00:00,27.0,76.0,13436.0,23.4,4.1,0.5,250.0,95.0
2021-07-19 06:00:00,27.0,76.0,13437.0,23.7,0.4,0.0,0.0,98.0
2021-07-19 07:00:00,24.0,90.0,13438.0,24.7,0.0,1.6,70.0,93.0
2021-07-19 08:00:00,25.0,88.5,13439.0,26.0,0.0,2.8,90.0,86.0
2021-07-19 09:00:00,25.8,85.3,13440.0,27.3,0.0,2.6,70.0,80.0
2021-07-19 10:00:00,27.3,80.7,13441.0,28.5,0.0,2.8,90.0,74.0
2021-07-19 11:00:00,28.3,76.2,13442.0,29.2,0.0,3.0,90.0,71.0
2021-07-19 12:00:00,29.0,72.0,13443.0,29.8,0.0,2.4,70.0,69.0
2021-07-19 13:00:00,29.2,67.7,13444.0,30.3,0.0,2.7,70.0,66.0
2021-07-19 14:00:00,30.0,66.0,13445.0,32.1,0.0,2.9,110.0,59.0
2021-07-19 15:00:00,30.3,63.5,13446.0,31.8,0.0,2.8,110.0,58.0
2021-07-19 16:00:00,30.0,62.0,13447.0,30.8,0.0,3.0,90.0,59.0
2021-07-19 17:00:00,30.0,62.7,13448.0,31.0,0.0,2.8,90.0,59.0
2021-07-19 18:00:00,29.3,66.7,13449.0,30.6,0.0,2.6,90.0,61.0
2021-07-19 19:00:00,28.3,73.0,13450.0,29.4,0.0,2.0,110.0,67.0
2021-07-19 20:00:00,28.0,74.0,13451.0,27.4,0.0,0.4,0.0,79.0
2021-07-19 21:00:00,28.0,74.0,13452.0,25.9,0.0,0.5,20.0,85.0
2021-07-19 22:00:00,28.0,74.0,13453.0,25.0,0.0,1.0,20.0,90.0
2021-07-19 23:00:00,28.0,74.0,13454.0,25.2,0.0,0.4,0.0,88.0
2021-07-20 00:00:00,28.0,74.0,13455.0,24.7,0.0,0.9,360.0,89.0
2021-07-20 01:00:00,28.0,74.0,13456.0,24.6,0.0,0.3,0.0,92.0
2021-07-20 02:00:00,28.0,74.0,13457.0,24.6,0.0,0.6,140.0,94.0
2021-07-20 03:00:00,28.0,74.0,13458.0,24.8,0.0,0.4,0.0,93.0
2021-07-20 04:00:00,28.0,74.0,13459.0,24.9,0.0,0.9,20.0,95.0
2021-07-20 05:00:00,28.0,74.0,13460.0,25.6,0.0,0.7,360.0,89.0
2021-07-20 06:00:00,28.0,74.0,13461.0,25.2,0.0,0.7,110.0,92.0
2021-07-20 07:00:00,25.5,84.0,13462.0,25.9,0.0,1.0,50.0,90.0
2021-07-20 08:00:00,25.7,85.3,13463.0,26.5,0.0,1.2,20.0,87.0
2021-07-20 09:00:00,26.7,82.7,13464.0,27.2,0.0,1.6,70.0,80.0
2021-07-20 10:00:00,28.0,79.5,13465.0,27.8,0.0,2.0,70.0,79.0
2021-07-20 11:00:00,28.7,76.3,13466.0,29.0,0.0,2.2,70.0,75.0
2021-07-20 12:00:00,29.8,74.3,13467.0,29.8,0.0,2.2,90.0,71.0
2021-07-20 13:00:00,30.0,70.7,13468.0,30.6,0.0,2.0,110.0,68.0
2021-07-20 14:00:00,30.2,70.7,13469.0,31.1,0.0,2.0,90.0,68.0
2021-07-20 15:00:00,30.5,66.0,13470.0,31.2,0.0,2.4,70.0,65.0
2021-07-20 16:00:00,30.7,64.7,13471.0,30.9,0.0,3.5,90.0,61.0
2021-07-20 17:00:00,29.8,63.7,13472.0,31.5,0.0,3.5,90.0,59.0
2021-07-20 18:00:00,28.7,68.7,13473.0,30.3,0.0,2.0,90.0,64.0
2021-07-20 19:00:00,28.0,72.3,13474.0,28.0,0.0,1.0,20.0,75.0
2021-07-20 20:00:00,28.0,73.0,13475.0,25.7,0.0,0.6,360.0,83.0
2021-07-20 21:00:00,28.0,73.0,13476.0,25.2,0.0,0.2,0.0,87.0
2021-07-20 22:00:00,28.0,73.0,13477.0,24.5,0.0,0.1,0.0,90.0
2021-07-20 23:00:00,28.0,73.0,13478.0,23.5,0.0,1.0,50.0,94.0
2021-07-21 00:00:00,28.0,73.0,13479.0,23.4,0.0,0.0,0.0,94.0
2021-07-21 01:00:00,28.0,73.0,13480.0,22.8,0.0,0.6,20.0,96.0
2021-07-21 02:00:00,28.0,73.0,13481.0,22.6,0.0,0.0,0.0,96.0
2021-07-21 03:00:00,28.0,73.0,13482.0,22.4,0.0,0.2,0.0,97.0
2021-07-21 04:00:00,28.0,73.0,13483.0,22.3,0.0,0.1,0.0,98.0
2021-07-21 05:00:00,28.0,73.0,13484.0,22.0,0.0,0.3,0.0,98.0
2021-07-21 06:00:00,28.0,73.0,13485.0,21.9,0.0,0.0,0.0,98.0
2021-07-21 07:00:00,25.3,80.8,13486.0,23.7,0.0,0.0,0.0,93.0
2021-07-21 08:00:00,25.5,82.2,13487.0,26.2,0.0,1.1,110.0,81.0
2021-07-21 09:00:00,28.0,70.8,13488.0,28.2,0.0,1.6,90.0,70.0
2021-07-21 10:00:00,29.5,60.7,13489.0,31.1,0.0,1.5,90.0,58.0
2021-07-21 11:00:00,30.7,58.0,13490.0,32.4,0.0,2.6,90.0,54.0
2021-07-21 12:00:00,31.8,56.7,13491.0,32.6,0.0,3.8,110.0,53.0
2021-07-21 13:00:00,32.8,51.0,13492.0,32.9,0.0,3.9,110.0,55.0
2021-07-21 14:00:00,33.0,50.7,13493.0,33.3,0.0,3.6,110.0,54.0
2021-07-21 15:00:00,33.8,49.3,13494.0,33.5,0.0,3.3,110.0,55.0
2021-07-21 16:00:00,33.2,54.3,13495.0,33.8,0.0,3.4,90.0,53.0
2021-07-21 17:00:00,33.0,58.0,13496.0,32.2,0.0,2.6,90.0,57.0
2021-07-21 18:00:00,31.7,60.2,13497.0,32.7,0.0,2.4,90.0,57.0
2021-07-21 19:00:00,30.2,67.5,13498.0,31.1,0.0,1.6,90.0,65.0
2021-07-21 20:00:00,30.0,68.0,13499.0,28.8,0.0,1.1,70.0,74.0
2021-07-21 21:00:00,30.0,68.0,13500.0,27.2,0.0,1.1,20.0,81.0
2021-07-21 22:00:00,30.0,68.0,13501.0,26.6,0.0,1.2,50.0,86.0
2021-07-21 23:00:00,30.0,68.0,13502.0,26.4,0.0,0.3,0.0,84.0
2021-07-22 00:00:00,30.0,68.0,13503.0,24.8,0.0,1.0,50.0,86.0
2021-07-22 01:00:00,30.0,68.0,13504.0,24.3,0.0,1.7,50.0,88.0
2021-07-22 02:00:00,30.0,68.0,13505.0,24.5,0.0,1.2,50.0,85.0
2021-07-22 03:00:00,30.0,68.0,13506.0,24.2,0.0,0.0,0.0,86.0
2021-07-22 04:00:00,30.0,68.0,13507.0,23.7,0.0,0.3,0.0,88.0
2021-07-22 05:00:00,30.0,68.0,13508.0,23.3,0.0,0.3,0.0,88.0
2021-07-22 06:00:00,30.0,68.0,13509.0,23.3,0.0,1.4,340.0,87.0
2021-07-22 07:00:00,28.3,70.7,13510.0,26.7,0.0,0.8,70.0,73.0
2021-07-22 08:00:00,26.5,72.0,13511.0,27.5,0.0,1.1,70.0,69.0
2021-07-22 09:00:00,27.0,69.0,13512.0,27.4,0.0,1.2,90.0,72.0
2021-07-22 10:00:00,28.3,68.3,13513.0,28.4,0.0,1.8,90.0,67.0
2021-07-22 11:00:00,30.0,64.3,13514.0,30.6,0.0,4.5,90.0,62.0
2021-07-22 12:00:00,30.0,61.0,13515.0,32.0,0.0,4.3,110.0,58.0
2021-07-22 13:00:00,30.8,61.0,13516.0,32.0,0.0,4.0,90.0,55.0
2021-07-22 14:00:00,31.0,59.0,13517.0,32.9,0.0,3.1,90.0,55.0
2021-07-22 15:00:00,31.8,57.8,13518.0,32.8,0.0,3.1,90.0,55.0
2021-07-22 16:00:00,31.8,55.6,13519.0,31.7,0.0,3.3,90.0,56.0
2021-07-22 17:00:00,31.0,59.7,13520.0,31.4,0.0,3.1,110.0,60.0
2021-07-22 18:00:00,30.2,65.5,13521.0,31.4,0.0,2.3,70.0,59.0
2021-07-22 19:00:00,30.0,68.0,13522.0,30.6,0.0,1.7,70.0,63.0
2021-07-22 20:00:00,30.0,68.0,13523.0,28.3,0.0,1.0,50.0,72.0
2021-07-22 21:00:00,30.0,68.0,13524.0,26.5,0.0,1.4,20.0,79.0
2021-07-22 22:00:00,30.0,68.0,13525.0,26.5,0.0,0.6,70.0,81.0
2021-07-22 23:00:00,30.0,68.0,13526.0,25.7,0.0,0.4,0.0,87.0
2021-07-23 00:00:00,30.0,68.0,13527.0,25.3,0.0,0.7,50.0,85.0
2021-07-23 01:00:00,30.0,68.0,13528.0,25.7,0.0,1.6,50.0,83.0
2021-07-23 02:00:00,30.0,68.0,13529.0,25.1,0.0,0.3,0.0,83.0
2021-07-23 03:00:00,30.0,68.0,13530.0,24.3,0.0,1.6,20.0,86.0
2021-07-23 04:00:00,30.0,68.0,13531.0,25.0,0.0,0.4,0.0,82.0
2021-07-23 05:00:00,30.0,68.0,13532.0,24.2,0.0,0.5,250.0,85.0
2021-07-23 06:00:00,30.0,68.0,13533.0,24.2,0.0,0.5,50.0,85.0
2021-07-23 07:00:00,29.2,69.8,13534.0,24.7,0.0,0.5,360.0,85.0
2021-07-23 08:00:00,26.0,75.5,13535.0,27.1,0.0,0.9,70.0,71.0
2021-07-23 09:00:00,28.2,68.0,13536.0,29.3,0.0,2.1,90.0,65.0
2021-07-23 10:00:00,30.2,62.7,13537.0,30.4,0.0,3.8,90.0,59.0
2021-07-23 11:00:00,31.0,60.0,13538.0,30.9,0.0,2.8,90.0,59.0
2021-07-23 12:00:00,31.0,58.0,13539.0,32.1,0.0,3.4,90.0,54.0
2021-07-23 13:00:00,31.0,58.5,13540.0,32.0,0.0,3.7,90.0,55.0
2021-07-23 14:00:00,31.0,59.3,13541.0,31.8,0.0,3.5,90.0,56.0
2021-07-23 15:00:00,31.0,59.3,13542.0,31.2,0.0,3.8,110.0,57.0
2021-07-23 16:00:00,30.8,60.3,13543.0,30.6,0.0,2.3,90.0,60.0
2021-07-23 17:00:00,30.0,62.5,13544.0,30.2,0.0,3.2,110.0,61.0
2021-07-23 18:00:00,29.2,68.7,13545.0,30.8,0.0,1.9,110.0,59.0
2021-07-23 19:00:00,29.0,71.0,13546.0,28.5,0.0,1.4,50.0,71.0
2021-07-23 20:00:00,29.0,71.0,13547.0,27.2,0.0,0.0,0.0,77.0
2021-07-23 21:00:00,29.0,71.0,13548.0,26.8,0.0,0.1,0.0,77.0
2021-07-23 22:00:00,29.0,71.0,13549.0,25.8,0.0,0.2,0.0,84.0
2021-07-23 23:00:00,29.0,71.0,13550.0,25.3,0.0,0.8,20.0,87.0
2021-07-24 00:00:00,29.0,71.0,13551.0,25.4,0.0,0.8,70.0,87.0
2021-07-24 01:00:00,29.0,71.0,13552.0,25.1,0.0,0.3,0.0,88.0
2021-07-24 02:00:00,29.0,71.0,13553.0,25.8,0.0,1.0,250.0,81.0
2021-07-24 03:00:00,29.0,71.0,13554.0,25.6,0.0,1.4,20.0,81.0
2021-07-24 04:00:00,25.7,77.7,13555.0,25.8,0.0,1.4,50.0,80.0
2021-07-24 05:00:00,25.0,79.0,13556.0,25.4,0.0,1.0,20.0,82.0
2021-07-24 06:00:00,25.0,79.0,13557.0,25.7,0.0,0.8,250.0,82.0
2021-07-24 07:00:00,25.5,78.5,13558.0,26.3,0.0,0.3,0.0,83.0
2021-07-24 08:00:00,26.2,75.3,13559.0,27.8,0.0,1.9,90.0,74.0
2021-07-24 09:00:00,27.5,73.0,13560.0,28.9,0.0,3.5,90.0,68.0
2021-07-24 10:00:00,28.2,69.2,13561.0,30.2,0.0,3.9,90.0,64.0
2021-07-24 11:00:00,29.3,66.7,13562.0,30.5,0.0,3.1,90.0,63.0
2021-07-24 12:00:00,30.0,64.7,13563.0,31.2,0.0,3.8,90.0,60.0
2021-07-24 13:00:00,30.3,61.7,13564.0,31.3,0.0,3.6,90.0,59.0
2021-07-24 14:00:00,31.7,57.3,13565.0,32.1,0.0,3.8,110.0,60.0
2021-07-24 15:00:00,32.0,52.5,13566.0,31.8,0.0,3.8,90.0,56.0
2021-07-24 16:00:00,31.5,55.5,13567.0,31.5,0.0,3.3,90.0,59.0
2021-07-24 17:00:00,31.0,59.3,13568.0,30.7,0.0,3.2,110.0,58.0
2021-07-24 18:00:00,30.0,62.7,13569.0,30.2,0.0,1.8,90.0,63.0
2021-07-24 19:00:00,29.2,66.8,13570.0,29.0,0.0,1.5,70.0,66.0
2021-07-24 20:00:00,28.2,69.8,13571.0,27.0,0.0,1.5,20.0,74.0
2021-07-24 21:00:00,28.0,70.0,13572.0,27.5,0.0,1.5,50.0,71.0
2021-07-24 22:00:00,28.0,70.0,13573.0,26.8,0.0,0.8,50.0,71.0
2021-07-24 23:00:00,28.0,70.0,13574.0,25.6,0.0,0.4,0.0,77.0
2021-07-25 00:00:00,28.0,70.0,13575.0,25.3,0.0,0.3,0.0,77.0
2021-07-25 01:00:00,28.0,70.0,13576.0,25.2,0.0,0.6,290.0,77.0
2021-07-25 02:00:00,28.0,70.0,13577.0,26.8,0.0,2.6,70.0,71.0
2021-07-25 03:00:00,28.0,70.0,13578.0,26.0,0.0,1.2,70.0,75.0
2021-07-25 04:00:00,26.0,75.3,13579.0,25.2,0.0,1.4,50.0,81.0
2021-07-25 05:00:00,25.0,78.0,13580.0,26.1,0.0,1.6,70.0,78.0
2021-07-25 06:00:00,25.0,80.0,13581.0,26.1,0.0,1.5,70.0,79.0
2021-07-25 07:00:00,25.0,81.8,13582.0,26.5,0.0,2.8,90.0,79.0
2021-07-25 08:00:00,25.3,80.0,13583.0,27.0,0.0,2.6,90.0,77.0
2021-07-25 09:00:00,27.5,74.2,13584.0,28.1,0.0,4.2,90.0,72.0
2021-07-25 10:00:00,29.7,65.8,13585.0,29.2,0.0,4.4,90.0,67.0
2021-07-25 11:00:00,30.7,60.3,13586.0,30.2,0.0,4.0,90.0,63.0
2021-07-25 12:00:00,31.2,57.2,13587.0,31.2,0.0,4.3,90.0,55.0
2021-07-25 13:00:00,32.0,52.7,13588.0,32.1,0.0,4.5,90.0,52.0
2021-07-25 14:00:00,32.7,49.3,13589.0,32.6,0.0,4.2,90.0,49.0
2021-07-25 15:00:00,32.5,48.5,13590.0,32.3,0.0,3.9,90.0,51.0
2021-07-25 16:00:00,30.8,50.3,13591.0,31.5,0.0,3.5,90.0,51.0
2021-07-25 17:00:00,30.0,53.5,13592.0,30.8,0.0,2.5,90.0,55.0
2021-07-25 18:00:00,29.7,60.3,13593.0,29.8,0.0,2.5,90.0,60.0
2021-07-25 19:00:00,29.0,63.0,13594.0,28.5,0.0,1.7,70.0,68.0
2021-07-25 20:00:00,29.0,63.0,13595.0,27.5,0.0,2.1,50.0,74.0
2021-07-25 21:00:00,29.0,63.0,13596.0,27.1,0.0,2.0,70.0,76.0
2021-07-25 22:00:00,29.0,63.0,13597.0,26.9,0.0,2.1,70.0,79.0
2021-07-25 23:00:00,29.0,63.0,13598.0,26.8,0.0,3.2,90.0,78.0
