,temperature,humidity,Unnamed: 0,ta,rn,ws,wd,hm
2021-10-08 04:00:00,22.0,86.0,15379.0,19.7,0.0,0.1,0.0,97.0
2021-10-08 05:00:00,22.0,86.0,15380.0,19.8,0.0,0.4,0.0,98.0
2021-10-08 06:00:00,20.7,88.7,15381.0,19.9,0.0,0.3,0.0,98.0
2021-10-08 07:00:00,20.0,90.0,15382.0,19.8,0.2,0.2,0.0,99.0
2021-10-08 08:00:00,20.8,89.2,15383.0,20.6,0.0,0.3,0.0,95.0
2021-10-08 09:00:00,22.0,87.3,15384.0,22.5,0.0,0.3,0.0,86.0
2021-10-08 10:00:00,23.5,80.7,15385.0,25.2,0.0,1.1,70.0,75.0
2021-10-08 11:00:00,24.5,75.8,15386.0,26.1,0.0,1.2,140.0,68.0
2021-10-08 12:00:00,25.7,68.7,15387.0,27.0,0.0,1.6,140.0,65.0
2021-10-08 13:00:00,26.2,70.7,15388.0,27.8,0.0,1.9,70.0,60.0
2021-10-08 14:00:00,26.7,68.3,15389.0,26.8,0.0,2.0,200.0,70.0
2021-10-08 15:00:00,25.5,75.5,15390.0,27.0,0.0,2.2,180.0,66.0
2021-10-08 16:00:00,25.0,78.0,15391.0,27.0,0.0,2.2,110.0,63.0
2021-10-08 17:00:00,25.0,82.0,15392.0,26.5,0.0,1.6,110.0,64.0
2021-10-08 18:00:00,24.0,83.0,15393.0,24.7,0.0,0.5,70.0,77.0
2021-10-08 19:00:00,23.0,84.0,15394.0,22.7,0.0,0.3,0.0,84.0
2021-10-09 03:00:00,23.0,84.0,15402.0,20.9,0.0,0.6,360.0,92.0
2021-10-09 04:00:00,23.0,84.0,15403.0,21.1,0.0,1.8,70.0,87.0
2021-10-09 05:00:00,23.0,84.0,15404.0,21.2,0.0,1.4,50.0,87.0
2021-10-09 06:00:00,22.0,85.7,15405.0,20.0,0.0,1.9,20.0,93.0
2021-10-09 07:00:00,20.0,88.8,15406.0,20.4,0.0,1.3,50.0,92.0
2021-10-09 08:00:00,20.7,86.7,15407.0,22.6,0.0,1.0,50.0,80.0
2021-10-09 09:00:00,22.2,83.0,15408.0,24.4,0.0,2.2,70.0,73.0
2021-10-09 10:00:00,24.0,77.8,15409.0,25.9,0.0,3.4,90.0,65.0
2021-10-09 11:00:00,26.0,69.2,15410.0,27.4,0.0,2.6,90.0,62.0
2021-10-09 12:00:00,27.5,62.0,15411.0,27.6,0.0,2.8,70.0,62.0
2021-10-09 13:00:00,28.5,58.7,15412.0,28.4,0.0,2.6,70.0,58.0
2021-10-09 14:00:00,28.0,58.5,15413.0,27.9,0.0,2.5,90.0,59.0
2021-10-09 15:00:00,28.0,59.5,15414.0,28.6,0.0,2.8,90.0,58.0
2021-10-09 16:00:00,27.2,63.0,15415.0,28.4,0.0,2.2,90.0,58.0
2021-10-09 17:00:00,26.3,71.7,15416.0,27.3,0.0,1.5,110.0,68.0
2021-10-09 18:00:00,25.5,76.0,15417.0,25.6,0.0,0.7,160.0,78.0
2021-10-09 19:00:00,25.0,79.0,15418.0,23.9,0.0,1.0,20.0,87.0
2021-10-10 03:00:00,25.0,80.0,15426.0,20.5,0.0,0.4,0.0,98.0
2021-10-10 04:00:00,25.0,80.0,15427.0,20.4,0.0,0.0,0.0,99.0
2021-10-10 05:00:00,25.0,80.0,15428.0,20.0,0.0,0.2,0.0,99.0
2021-10-10 06:00:00,24.5,81.5,15429.0,19.7,0.0,0.3,0.0,99.0
2021-10-10 07:00:00,22.0,89.0,15430.0,19.8,0.0,0.1,0.0,100.0
2021-10-10 08:00:00,22.2,88.7,15431.0,22.0,0.0,0.4,0.0,93.0
2021-10-10 09:00:00,23.7,86.3,15432.0,24.6,0.0,0.9,70.0,82.0
2021-10-10 10:00:00,24.3,84.0,15433.0,25.7,0.0,1.2,90.0,77.0
2021-10-10 11:00:00,26.0,82.0,15434.0,26.8,0.0,1.1,180.0,75.0
2021-10-10 12:00:00,26.0,78.0,15435.0,27.9,0.0,1.6,110.0,71.0
2021-10-10 13:00:00,26.3,78.0,15436.0,28.5,0.0,1.8,230.0,70.0
2021-10-10 14:00:00,26.8,78.3,15437.0,27.8,0.0,1.6,200.0,74.0
2021-10-10 15:00:00,26.0,80.7,15438.0,25.4,0.1,0.9,230.0,92.0
2021-10-10 16:00:00,25.7,85.0,15439.0,25.0,0.3,0.2,0.0,92.0
2021-10-10 17:00:00,24.8,88.0,15440.0,25.0,0.0,0.3,0.0,92.0
2021-10-10 18:00:00,24.0,89.0,15441.0,22.4,7.9,1.0,70.0,98.0
2021-10-10 19:00:00,23.7,89.0,15442.0,22.6,0.1,0.6,70.0,99.0
2021-10-11 03:00:00,23.0,89.0,15450.0,19.5,0.0,3.1,340.0,92.0
2021-10-11 04:00:00,23.0,89.0,15451.0,18.8,0.0,3.8,50.0,88.0
2021-10-11 05:00:00,23.0,89.0,15452.0,17.9,0.0,3.0,70.0,89.0
2021-10-11 06:00:00,23.0,89.0,15453.0,16.9,0.0,3.4,360.0,88.0
2021-10-11 07:00:00,16.8,88.7,15454.0,16.7,0.0,3.1,70.0,87.0
2021-10-11 08:00:00,15.5,88.0,15455.0,16.8,0.0,2.8,340.0,84.0
2021-10-11 09:00:00,16.5,89.0,15456.0,16.9,0.0,3.2,50.0,85.0
2021-10-11 10:00:00,17.0,88.7,15457.0,16.9,0.0,2.7,50.0,85.0
2021-10-11 11:00:00,17.0,87.0,15458.0,17.1,0.0,2.5,20.0,85.0
2021-10-11 12:00:00,17.0,86.3,15459.0,18.2,0.0,2.6,340.0,82.0
2021-10-11 13:00:00,17.0,85.5,15460.0,18.0,0.0,2.6,20.0,82.0
2021-10-11 14:00:00,16.5,86.5,15461.0,18.0,0.0,2.4,70.0,83.0
2021-10-11 15:00:00,15.7,87.7,15462.0,17.7,0.0,3.3,50.0,83.0
2021-10-11 16:00:00,15.0,89.8,15463.0,17.0,0.0,2.9,50.0,86.0
2021-10-11 17:00:00,15.0,90.0,15464.0,16.3,0.1,2.3,360.0,91.0
2021-10-11 18:00:00,14.8,90.7,15465.0,16.3,0.0,1.5,360.0,91.0
2021-10-11 19:00:00,14.0,94.0,15466.0,15.8,0.9,1.7,340.0,97.0
2021-10-12 03:00:00,14.0,94.0,15474.0,16.9,0.1,0.1,0.0,99.0
2021-10-12 04:00:00,14.0,94.0,15475.0,17.2,0.1,0.1,0.0,100.0
2021-10-12 05:00:00,14.0,94.0,15476.0,18.2,0.0,0.8,50.0,97.0
2021-10-12 06:00:00,14.0,94.0,15477.0,18.4,0.0,0.7,50.0,97.0
2021-10-12 07:00:00,16.0,94.0,15478.0,18.7,0.0,1.8,70.0,94.0
2021-10-12 08:00:00,17.2,94.0,15479.0,19.0,0.0,1.9,70.0,90.0
2021-10-12 09:00:00,18.3,93.3,15480.0,19.6,0.0,2.4,90.0,85.0
2021-10-12 10:00:00,19.0,92.0,15481.0,20.8,0.0,3.9,90.0,79.0
2021-10-12 11:00:00,19.0,90.5,15482.0,20.8,0.0,5.0,90.0,76.0
2021-10-12 12:00:00,20.5,85.2,15483.0,21.2,0.0,4.5,110.0,75.0
2021-10-12 13:00:00,21.0,82.0,15484.0,22.3,0.0,4.1,90.0,70.0
2021-10-12 14:00:00,21.0,82.0,15485.0,22.5,0.0,4.2,90.0,68.0
2021-10-12 15:00:00,21.0,81.7,15486.0,21.2,0.0,4.0,90.0,73.0
2021-10-12 16:00:00,20.7,81.0,15487.0,21.2,0.0,3.6,90.0,73.0
2021-10-12 17:00:00,19.7,81.7,15488.0,20.2,0.0,3.7,90.0,75.0
2021-10-12 18:00:00,18.7,83.7,15489.0,19.6,0.0,3.2,90.0,77.0
2021-10-12 19:00:00,18.0,85.0,15490.0,19.0,0.0,3.1,70.0,78.0
2021-10-13 04:00:00,18.0,85.0,15499.0,18.5,0.0,1.6,50.0,80.0
2021-10-13 05:00:00,18.0,85.0,15500.0,18.4,0.0,1.4,50.0,81.0
2021-10-13 06:00:00,18.0,85.0,15501.0,18.0,0.0,1.9,50.0,82.0
2021-10-13 07:00:00,17.5,86.0,15502.0,17.7,0.0,1.0,50.0,85.0
2021-10-13 08:00:00,17.7,87.0,15503.0,19.7,0.0,2.2,70.0,75.0
2021-10-13 09:00:00,18.3,84.2,15504.0,21.2,0.0,3.4,90.0,70.0
2021-10-13 10:00:00,20.3,80.5,15505.0,21.5,0.0,3.6,90.0,70.0
2021-10-13 11:00:00,22.0,74.0,15506.0,22.9,0.0,3.4,90.0,65.0
2021-10-13 12:00:00,23.2,70.2,15507.0,24.0,0.0,2.9,70.0,63.0
2021-10-13 13:00:00,23.8,68.2,15508.0,24.6,0.0,3.5,90.0,60.0
2021-10-13 14:00:00,24.7,67.2,15509.0,24.9,0.0,2.7,90.0,61.0
2021-10-13 15:00:00,24.0,69.0,15510.0,24.7,0.0,2.7,90.0,61.0
2021-10-13 16:00:00,23.7,70.7,15511.0,24.1,0.0,2.5,90.0,65.0
2021-10-13 17:00:00,22.0,75.7,15512.0,23.4,0.0,1.8,90.0,68.0
2021-10-13 18:00:00,21.7,78.0,15513.0,22.6,0.0,1.6,110.0,74.0
2021-10-13 19:00:00,21.0,80.0,15514.0,21.4,0.0,1.0,20.0,80.0
2021-10-14 03:00:00,21.0,80.0,15522.0,20.1,0.0,0.6,20.0,84.0
2021-10-14 04:00:00,21.0,80.0,15523.0,19.5,0.0,1.3,50.0,88.0
2021-10-14 05:00:00,21.0,80.0,15524.0,19.8,0.0,0.0,0.0,83.0
2021-10-14 06:00:00,21.0,80.0,15525.0,19.6,0.0,1.3,360.0,87.0
2021-10-14 07:00:00,20.7,81.3,15526.0,19.3,0.0,1.4,110.0,90.0
2021-10-14 08:00:00,19.2,87.3,15527.0,20.4,0.0,0.2,0.0,82.0
2021-10-14 09:00:00,20.7,82.3,15528.0,22.7,0.0,1.2,90.0,72.0
2021-10-14 10:00:00,22.3,78.7,15529.0,23.8,0.0,1.5,110.0,67.0
2021-10-14 11:00:00,23.0,77.8,15530.0,24.3,0.0,1.1,200.0,66.0
2021-10-14 12:00:00,24.0,73.0,15531.0,25.1,0.0,0.9,290.0,63.0
2021-10-14 13:00:00,25.0,68.5,15532.0,24.6,0.0,1.7,200.0,69.0
2021-10-14 14:00:00,26.0,65.5,15533.0,25.2,0.0,0.9,90.0,67.0
2021-10-14 15:00:00,26.7,63.5,15534.0,27.4,0.0,1.6,290.0,59.0
2021-10-14 16:00:00,24.8,66.8,15535.0,27.4,0.0,2.3,340.0,59.0
2021-10-14 17:00:00,23.8,71.7,15536.0,26.1,0.0,2.9,290.0,59.0
2021-10-14 18:00:00,23.0,73.0,15537.0,24.3,0.0,1.6,290.0,66.0
2021-10-14 19:00:00,22.2,78.2,15538.0,22.6,0.0,1.6,340.0,75.0
2021-10-15 03:00:00,22.0,80.0,15546.0,18.2,0.0,0.8,110.0,95.0
2021-10-15 04:00:00,19.0,83.0,15547.0,18.7,0.0,0.3,0.0,89.0
2021-10-15 05:00:00,18.2,80.5,15548.0,19.3,0.0,0.7,340.0,84.0
2021-10-15 06:00:00,18.0,81.0,15549.0,19.0,0.0,1.0,70.0,77.0
2021-10-15 07:00:00,18.0,80.3,15550.0,19.0,0.0,0.9,50.0,75.0
2021-10-15 08:00:00,19.0,75.5,15551.0,20.7,0.0,0.4,0.0,71.0
2021-10-15 09:00:00,20.4,71.2,15552.0,21.6,0.0,2.0,360.0,64.0
2021-10-15 10:00:00,21.8,69.8,15553.0,23.3,0.0,2.3,50.0,59.0
2021-10-15 11:00:00,22.8,69.2,15554.0,25.3,0.0,1.7,50.0,56.0
2021-10-15 12:00:00,23.8,67.3,15555.0,26.4,0.0,1.3,340.0,55.0
2021-10-15 13:00:00,24.8,65.7,15556.0,26.2,0.0,1.3,340.0,55.0
2021-10-15 14:00:00,23.6,68.2,15557.0,26.2,0.0,0.2,0.0,57.0
2021-10-15 15:00:00,22.7,69.0,15558.0,25.0,0.0,2.6,320.0,63.0
2021-10-15 16:00:00,22.0,71.5,15559.0,24.2,0.0,0.9,360.0,63.0
2021-10-15 17:00:00,21.3,74.0,15560.0,23.0,0.0,1.9,20.0,67.0
2021-10-15 18:00:00,20.2,76.6,15561.0,22.2,0.0,2.5,320.0,69.0
2021-10-15 19:00:00,20.0,80.0,15562.0,21.7,0.0,0.8,290.0,71.0
2021-10-16 03:00:00,20.0,80.0,15570.0,16.7,0.3,0.4,0.0,93.0
2021-10-16 04:00:00,17.2,85.8,15571.0,17.1,0.3,0.2,0.0,94.0
2021-10-16 05:00:00,14.5,82.5,15572.0,15.4,0.9,5.9,290.0,89.0
2021-10-16 06:00:00,15.0,80.0,15573.0,15.7,0.1,4.1,70.0,75.0
2021-10-16 07:00:00,14.2,82.5,15574.0,15.1,0.0,1.8,340.0,79.0
2021-10-16 08:00:00,14.0,83.8,15575.0,14.6,0.4,2.9,320.0,79.0
2021-10-16 09:00:00,14.0,85.2,15576.0,14.7,0.8,1.8,340.0,77.0
2021-10-16 10:00:00,14.0,83.5,15577.0,15.4,0.2,1.7,320.0,76.0
2021-10-16 11:00:00,15.0,78.8,15578.0,16.0,0.0,3.9,320.0,73.0
2021-10-16 12:00:00,15.0,70.2,15579.0,17.0,0.0,3.1,320.0,71.0
2021-10-16 13:00:00,15.0,67.3,15580.0,17.3,0.0,4.4,320.0,57.0
2021-10-16 14:00:00,15.0,67.3,15581.0,16.8,0.0,3.6,320.0,55.0
2021-10-16 15:00:00,14.0,64.8,15582.0,16.0,0.0,3.4,290.0,62.0
2021-10-16 16:00:00,13.0,65.0,15583.0,14.4,0.0,5.8,320.0,54.0
2021-10-16 17:00:00,12.2,64.8,15584.0,14.0,0.0,6.0,320.0,54.0
2021-10-16 18:00:00,11.7,65.7,15585.0,13.0,0.0,4.6,320.0,58.0
2021-10-16 19:00:00,11.0,63.7,15586.0,12.5,0.0,5.2,320.0,56.0
2021-10-17 03:00:00,11.0,61.0,15594.0,7.7,0.0,4.0,320.0,55.0
2021-10-17 04:00:00,8.0,61.0,15595.0,7.4,0.0,3.9,320.0,54.0
2021-10-17 05:00:00,5.0,61.0,15596.0,6.7,0.0,4.7,320.0,55.0
2021-10-17 06:00:00,5.0,61.0,15597.0,6.1,0.0,6.4,320.0,55.0
2021-10-17 07:00:00,4.0,59.7,15598.0,5.8,0.0,7.2,320.0,53.0
2021-10-17 08:00:00,4.7,57.0,15599.0,6.4,0.0,6.1,290.0,50.0
2021-10-17 09:00:00,5.2,48.5,15600.0,7.5,0.0,4.5,290.0,39.0
2021-10-17 10:00:00,6.8,39.7,15601.0,8.7,0.0,4.1,360.0,33.0
2021-10-17 11:00:00,9.0,39.5,15602.0,9.9,0.0,4.7,340.0,30.0
2021-10-17 12:00:00,11.2,36.8,15603.0,11.0,0.0,5.2,320.0,27.0
2021-10-17 13:00:00,12.0,32.5,15604.0,12.2,0.0,4.3,320.0,27.0
2021-10-17 14:00:00,12.8,32.2,15605.0,13.1,0.0,4.5,320.0,26.0
2021-10-17 15:00:00,13.0,31.0,15606.0,13.8,0.0,3.8,340.0,26.0
2021-10-17 16:00:00,12.5,31.7,15607.0,13.3,0.0,3.9,320.0,26.0
2021-10-17 17:00:00,10.5,39.0,15608.0,12.3,0.0,3.4,320.0,29.0
2021-10-17 18:00:00,9.7,45.0,15609.0,10.8,0.0,2.3,320.0,36.0
2021-10-17 19:00:00,8.5,49.3,15610.0,9.6,0.0,1.5,340.0,47.0
2021-10-18 03:00:00,8.0,54.0,15618.0,3.1,0.0,0.4,0.0,85.0
2021-10-18 04:00:00,7.3,56.7,15619.0,2.6,0.0,1.1,90.0,85.0
2021-10-18 05:00:00,4.0,70.7,15620.0,2.4,0.0,0.6,20.0,83.0
2021-10-18 06:00:00,4.0,70.0,15621.0,1.8,0.0,0.9,50.0,86.0
2021-10-18 07:00:00,4.0,69.3,15622.0,1.7,0.0,1.1,360.0,87.0
2021-10-18 08:00:00,5.5,63.7,15623.0,5.0,0.0,0.5,230.0,77.0
2021-10-18 09:00:00,9.0,48.5,15624.0,9.5,0.0,2.0,90.0,48.0
2021-10-18 10:00:00,11.0,44.0,15625.0,12.2,0.0,1.0,110.0,37.0
2021-10-18 11:00:00,13.8,37.8,15626.0,14.8,0.0,1.6,70.0,29.0
2021-10-18 12:00:00,15.8,33.5,15627.0,16.5,0.0,1.4,110.0,28.0
2021-10-18 13:00:00,16.0,37.0,15628.0,17.4,0.0,1.9,200.0,25.0
2021-10-18 14:00:00,17.0,33.3,15629.0,18.5,0.0,1.9,270.0,23.0
2021-10-18 15:00:00,18.0,31.5,15630.0,18.5,0.0,2.1,250.0,29.0
2021-10-18 16:00:00,17.2,39.7,15631.0,18.1,0.0,2.2,250.0,30.0
2021-10-18 17:00:00,15.7,48.2,15632.0,16.6,0.0,0.8,340.0,34.0
2021-10-18 18:00:00,14.2,54.0,15633.0,14.2,0.0,0.6,50.0,52.0
2021-10-18 19:00:00,13.8,56.5,15634.0,11.9,0.0,1.8,140.0,67.0
2021-10-18 20:00:00,12.7,60.0,15635.0,11.6,0.0,0.3,0.0,70.0
2021-10-18 21:00:00,12.0,62.7,15636.0,10.5,0.0,0.6,70.0,77.0
2021-10-18 22:00:00,11.3,65.3,15637.0,10.3,0.0,0.1,0.0,78.0
2021-10-18 23:00:00,11.0,66.7,15638.0,9.0,0.0,0.3,0.0,84.0
2021-10-19 00:00:00,11.0,70.0,15639.0,8.9,0.0,0.2,0.0,86.0
2021-10-19 01:00:00,10.5,71.5,15640.0,8.1,0.0,1.1,90.0,90.0
2021-10-19 02:00:00,10.0,73.0,15641.0,8.4,0.0,0.1,0.0,89.0
2021-10-19 03:00:00,10.0,73.0,15642.0,7.8,0.0,0.2,0.0,93.0
2021-10-19 04:00:00,9.0,73.0,15643.0,7.7,0.0,0.0,0.0,93.0
2021-10-19 05:00:00,9.0,73.0,15644.0,7.3,0.0,0.3,0.0,95.0
2021-10-19 06:00:00,9.0,75.0,15645.0,7.6,0.0,0.1,0.0,94.0
2021-10-19 07:00:00,9.0,79.0,15646.0,7.2,0.0,0.3,0.0,95.0
2021-10-19 08:00:00,9.7,81.7,15647.0,9.4,0.0,1.0,90.0,89.0
2021-10-19 09:00:00,11.0,80.7,15648.0,11.3,0.0,0.6,360.0,75.0
2021-10-19 10:00:00,13.2,74.0,15649.0,15.2,0.0,2.4,50.0,67.0
2021-10-19 11:00:00,15.3,66.0,15650.0,17.1,0.0,1.6,20.0,57.0
2021-10-19 12:00:00,16.2,62.2,15651.0,18.5,0.0,3.0,20.0,47.0
2021-10-19 13:00:00,16.7,59.0,15652.0,18.6,0.0,3.9,290.0,47.0
2021-10-19 14:00:00,16.3,61.7,15653.0,18.0,0.0,3.4,290.0,48.0
2021-10-19 15:00:00,16.0,64.0,15654.0,17.3,0.0,2.8,320.0,54.0
2021-10-19 16:00:00,15.8,61.2,15655.0,16.7,0.0,4.0,290.0,59.0
2021-10-19 17:00:00,14.3,61.0,15656.0,16.0,0.0,2.6,320.0,60.0
2021-10-19 18:00:00,13.7,61.0,15657.0,15.1,0.0,4.1,320.0,54.0
2021-10-19 19:00:00,12.0,64.7,15658.0,14.0,0.0,2.2,340.0,55.0
2021-10-19 20:00:00,12.0,63.0,15659.0,12.9,0.0,2.5,340.0,56.0
2021-10-19 21:00:00,11.2,63.0,15660.0,12.7,0.0,2.7,270.0,56.0
2021-10-19 22:00:00,10.7,64.0,15661.0,11.8,0.0,3.0,290.0,59.0
2021-10-19 23:00:00,10.0,67.5,15662.0,9.5,0.0,1.0,90.0,73.0
2021-10-20 00:00:00,10.0,69.0,15663.0,8.7,0.0,0.6,50.0,78.0
2021-10-20 01:00:00,9.0,71.0,15664.0,8.0,0.0,0.1,0.0,83.0
2021-10-20 02:00:00,9.0,71.0,15665.0,7.4,0.0,0.2,0.0,85.0
2021-10-20 03:00:00,9.0,69.0,15666.0,7.9,0.0,0.6,250.0,81.0
2021-10-20 04:00:00,9.0,67.0,15667.0,7.4,0.0,0.1,0.0,83.0
2021-10-20 05:00:00,9.0,67.0,15668.0,6.9,0.0,0.2,0.0,86.0
2021-10-20 06:00:00,8.0,69.0,15669.0,6.6,0.0,0.6,340.0,87.0
2021-10-20 07:00:00,8.0,70.0,15670.0,6.7,0.0,0.7,110.0,87.0
2021-10-20 08:00:00,8.3,69.0,15671.0,8.9,0.0,0.6,160.0,68.0
2021-10-20 09:00:00,9.2,63.2,15672.0,10.1,0.0,0.7,160.0,62.0
2021-10-20 10:00:00,10.8,58.8,15673.0,12.0,0.0,0.3,0.0,52.0
2021-10-20 11:00:00,12.0,52.0,15674.0,13.6,0.0,2.7,340.0,46.0
2021-10-20 12:00:00,12.0,52.0,15675.0,13.8,0.0,2.1,340.0,41.0
2021-10-20 13:00:00,12.5,53.5,15676.0,14.2,0.0,2.8,20.0,40.0
2021-10-20 14:00:00,13.0,54.0,15677.0,14.4,0.0,1.6,290.0,37.0
2021-10-20 15:00:00,13.3,52.0,15678.0,15.0,0.0,2.4,20.0,43.0
2021-10-20 16:00:00,13.0,54.2,15679.0,14.3,0.0,2.3,360.0,44.0
2021-10-20 17:00:00,12.3,57.0,15680.0,13.8,0.0,1.0,340.0,45.0
2021-10-20 18:00:00,11.2,58.3,15681.0,12.6,0.0,0.8,340.0,58.0
2021-10-20 19:00:00,11.0,61.0,15682.0,11.6,0.0,1.0,180.0,57.0
2021-10-20 20:00:00,11.0,62.3,15683.0,11.4,0.0,0.4,0.0,59.0
2021-10-20 21:00:00,11.0,65.0,15684.0,10.4,0.0,1.4,110.0,67.0
2021-10-20 22:00:00,11.0,65.0,15685.0,9.9,0.0,0.4,0.0,73.0
2021-10-20 23:00:00,11.0,65.0,15686.0,9.1,0.0,0.8,250.0,78.0
2021-10-21 00:00:00,10.5,66.5,15687.0,8.7,0.0,0.7,90.0,81.0
2021-10-21 01:00:00,10.0,68.0,15688.0,8.1,0.0,0.1,0.0,85.0
2021-10-21 02:00:00,9.8,70.0,15689.0,7.7,0.0,0.3,0.0,85.0
2021-10-21 03:00:00,9.0,72.3,15690.0,7.6,0.0,0.2,0.0,86.0
2021-10-21 04:00:00,9.0,67.7,15691.0,7.8,0.0,0.3,0.0,85.0
2021-10-21 05:00:00,8.8,73.7,15692.0,7.4,0.0,0.5,360.0,88.0
2021-10-21 06:00:00,8.0,78.0,15693.0,7.0,0.0,0.1,0.0,90.0
2021-10-21 07:00:00,8.0,80.0,15694.0,6.8,0.0,0.4,0.0,91.0
2021-10-21 08:00:00,9.0,80.3,15695.0,8.5,0.0,0.3,0.0,85.0
2021-10-21 09:00:00,10.7,70.3,15696.0,11.7,0.0,1.4,160.0,71.0
2021-10-21 10:00:00,12.0,66.5,15697.0,14.3,0.0,3.1,340.0,54.0
2021-10-21 11:00:00,13.7,61.0,15698.0,15.5,0.0,3.2,360.0,52.0
2021-10-21 12:00:00,15.0,58.3,15699.0,16.7,0.0,3.9,320.0,46.0
2021-10-21 13:00:00,15.0,57.7,15700.0,16.6,0.0,3.7,20.0,49.0
2021-10-21 14:00:00,15.5,54.5,15701.0,17.1,0.0,2.8,320.0,49.0
2021-10-21 15:00:00,16.0,51.3,15702.0,16.4,0.0,3.3,320.0,46.0
2021-10-21 16:00:00,15.8,47.5,15703.0,16.5,0.0,2.5,320.0,44.0
2021-10-21 17:00:00,14.2,47.7,15704.0,15.9,0.0,3.3,320.0,42.0
2021-10-21 18:00:00,13.2,51.3,15705.0,13.9,0.0,1.9,320.0,46.0
2021-10-21 19:00:00,12.3,57.2,15706.0,12.3,0.0,0.4,0.0,54.0
2021-10-21 20:00:00,11.3,63.0,15707.0,12.8,0.0,2.2,320.0,55.0
2021-10-21 21:00:00,10.3,66.0,15708.0,11.8,0.0,2.0,340.0,57.0
2021-10-21 22:00:00,10.0,69.0,15709.0,11.0,0.0,2.3,360.0,63.0
2021-10-21 23:00:00,10.0,70.0,15710.0,10.1,0.0,0.7,360.0,67.0
2021-10-22 00:00:00,10.0,67.3,15711.0,9.5,0.0,1.0,160.0,72.0
2021-10-22 01:00:00,10.0,66.0,15712.0,8.4,0.0,1.0,160.0,78.0
2021-10-22 02:00:00,10.0,68.0,15713.0,12.3,0.0,3.1,320.0,55.0
2021-10-22 03:00:00,9.8,70.2,15714.0,9.7,0.0,1.8,290.0,68.0
2021-10-22 04:00:00,9.0,69.0,15715.0,7.8,0.0,1.4,90.0,79.0
2021-10-22 05:00:00,9.0,65.5,15716.0,6.8,0.0,0.6,110.0,86.0
2021-10-22 06:00:00,9.0,64.0,15717.0,5.6,0.0,0.9,50.0,90.0
2021-10-22 07:00:00,9.2,61.2,15718.0,5.3,0.0,0.1,0.0,91.0
2021-10-22 08:00:00,10.0,58.3,15719.0,8.0,0.0,0.5,140.0,81.0
2021-10-22 09:00:00,10.6,56.4,15720.0,12.6,0.0,0.5,70.0,64.0
2021-10-22 10:00:00,12.2,55.5,15721.0,14.5,0.0,4.6,320.0,47.0
2021-10-22 11:00:00,14.3,52.5,15722.0,15.9,0.0,3.3,360.0,45.0
2021-10-22 12:00:00,15.7,43.0,15723.0,16.8,0.0,3.6,320.0,36.0
2021-10-22 13:00:00,16.0,41.2,15724.0,17.9,0.0,4.9,340.0,35.0
2021-10-22 14:00:00,14.0,60.2,15725.0,17.7,0.0,5.5,320.0,35.0
2021-10-22 15:00:00,15.0,54.2,15726.0,15.8,0.0,3.7,290.0,54.0
2021-10-22 16:00:00,15.3,53.0,15727.0,16.1,0.0,4.0,320.0,46.0
2021-10-22 17:00:00,14.3,57.3,15728.0,15.6,0.0,3.3,320.0,50.0
2021-10-22 18:00:00,13.0,54.0,15729.0,14.7,0.0,2.9,340.0,47.0
2021-10-22 19:00:00,12.0,55.7,15730.0,14.1,0.0,2.9,320.0,45.0
2021-10-22 20:00:00,11.8,58.0,15731.0,12.5,0.0,0.9,50.0,50.0
2021-10-22 21:00:00,11.0,61.0,15732.0,10.2,0.0,1.7,360.0,64.0
2021-10-22 22:00:00,10.5,62.3,15733.0,11.9,0.0,2.6,340.0,56.0
2021-10-22 23:00:00,10.3,56.0,15734.0,9.1,0.0,1.4,140.0,71.0
2021-10-23 00:00:00,11.0,54.0,15735.0,7.6,0.0,0.9,70.0,79.0
2021-10-23 01:00:00,11.0,56.5,15736.0,6.3,0.0,0.7,340.0,86.0
2021-10-23 02:00:00,10.3,58.3,15737.0,5.9,0.0,0.3,0.0,88.0
2021-10-23 03:00:00,10.3,55.3,15738.0,5.5,0.0,0.0,0.0,89.0
2021-10-23 04:00:00,9.7,59.7,15739.0,5.0,0.0,0.0,0.0,91.0
2021-10-23 05:00:00,9.0,66.0,15740.0,4.7,0.0,0.7,110.0,92.0
2021-10-23 06:00:00,8.0,69.0,15741.0,4.2,0.0,0.2,0.0,94.0
2021-10-23 07:00:00,8.0,70.0,15742.0,4.1,0.0,1.4,90.0,94.0
2021-10-23 08:00:00,8.5,71.0,15743.0,7.5,0.0,0.0,0.0,83.0
2021-10-23 09:00:00,10.5,66.0,15744.0,11.2,0.0,0.1,0.0,68.0
2021-10-23 10:00:00,13.3,54.0,15745.0,15.4,0.0,0.3,0.0,51.0
2021-10-23 11:00:00,15.7,44.3,15746.0,17.5,0.0,1.1,160.0,42.0
2021-10-23 12:00:00,17.5,44.3,15747.0,18.9,0.0,2.1,110.0,33.0
2021-10-23 13:00:00,18.3,39.2,15748.0,19.4,0.0,1.2,160.0,34.0
2021-10-23 14:00:00,19.0,33.3,15749.0,19.9,0.0,1.1,140.0,26.0
2021-10-23 15:00:00,19.7,30.7,15750.0,20.3,0.0,1.4,270.0,30.0
2021-10-23 16:00:00,19.5,34.7,15751.0,19.8,0.0,2.3,320.0,27.0
2021-10-23 17:00:00,17.2,43.2,15752.0,18.5,0.0,2.3,320.0,29.0
