,tm,ta,rn,ws,wd,hm
102,2021-03-21 06:00:00,6.2,0.0,3.4,320,74
103,2021-03-21 07:00:00,6.1,0.0,3.1,320,74
104,2021-03-21 08:00:00,6.6,0.0,2.3,290,73
105,2021-03-21 09:00:00,7.6,0.0,1.7,320,70
106,2021-03-21 10:00:00,8.6,0.0,3.9,270,64
107,2021-03-21 11:00:00,9.5,0.0,5.1,290,60
108,2021-03-21 12:00:00,10.6,0.0,5.7,270,58
109,2021-03-21 13:00:00,10.2,0.0,5.9,270,53
110,2021-03-21 14:00:00,10.6,0.0,4.6,290,43
111,2021-03-21 15:00:00,10.0,0.0,3.8,320,46
112,2021-03-21 16:00:00,8.8,0.0,3.9,290,42
113,2021-03-21 17:00:00,8.0,0.0,4.5,320,46
114,2021-03-21 18:00:00,6.6,0.0,4.2,360,52
115,2021-03-21 19:00:00,6.1,0.0,4.6,320,55
116,2021-03-21 20:00:00,6.1,0.0,2.8,320,56
117,2021-03-21 21:00:00,5.8,0.0,3.5,20,58
118,2021-03-21 22:00:00,5.9,0.0,3.1,320,55
119,2021-03-21 23:00:00,5.7,0.0,3.7,290,57
120,2021-03-22 00:00:00,5.6,0.0,4.4,320,53
121,2021-03-22 01:00:00,5.4,0.0,3.7,320,55
122,2021-03-22 02:00:00,4.7,0.0,4.2,340,61
123,2021-03-22 03:00:00,5.0,0.0,3.7,320,53
124,2021-03-22 04:00:00,4.7,0.0,1.7,320,51
125,2021-03-22 05:00:00,4.7,0.0,3.0,320,50
126,2021-03-22 06:00:00,4.8,0.0,3.7,290,49
127,2021-03-22 07:00:00,4.5,0.0,2.6,320,48
128,2021-03-22 08:00:00,5.9,0.0,2.3,320,48
129,2021-03-22 09:00:00,7.2,0.0,2.7,340,42
130,2021-03-22 10:00:00,8.2,0.0,4.3,290,39
131,2021-03-22 11:00:00,9.3,0.0,4.4,290,34
132,2021-03-22 12:00:00,10.6,0.0,5.3,290,34
133,2021-03-22 13:00:00,10.8,0.0,6.1,270,38
134,2021-03-22 14:00:00,11.7,0.0,5.9,290,38
